person,title,date,url
Alexander Berger,"Program Officer, US Policy",2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Helen Toner,Research Analyst,2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-08-23,https://web.archive.org/web/20160823053312/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Helen Toner,Research Analyst,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-08-24,https://web.archive.org/web/20160824201031/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Helen Toner,Research Analyst,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-09-04,https://web.archive.org/web/20160904221148/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Claire Zabel,Research Analyst,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Ajeya Cotra,Research Analyst,2016-09-10,https://web.archive.org/web/20160910010309/http://www.openphilanthropy.org:80/about/team
Cari Tuna,President,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Holden Karnofsky,Executive Director,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Elie Hassenfeld,Managing Director,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Kaitlyn & Mike Krieger,Funding Partners,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Nick Beckstead,"Program Officer, Scientific Research",2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Alexander Berger,"Program Officer, US Policy",2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Lewis Bollard,"Program Officer, Farm Animal Welfare",2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Chloe Cockburn,"Program Officer, Criminal Justice Reform",2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Daniel Dewey,"Program Officer, Potential Risks from Advanced Artificial Intelligence",2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Howie Lempel,"Program Officer, Global Catastrophic Risks",2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Chris Somerville,Scientific Advisor,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Jaime Yassif,"Program Officer, Biosecurity and Pandemic Preparedness",2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Heather Youngs,Scientific Advisor,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Daniel Martin Alarcon,Scientific Advisor,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Luke Muehlhauser,Research Analyst,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Rocio Alba Navarro,Research Analyst,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
David Roodman,Senior Advisor,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Nicole Ross,Operations Associate,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
Helen Toner,Senior Research Analyst,2016-09-15,https://web.archive.org/web/20160915073048/http://www.openphilanthropy.org:80/about/team
